MedicalTerm,Readcode
stable_angina,"['G33z400', '14A5.00', '14AJ.00', '662K.00', '662K000', '662K100', '662K200', '662Kz00', '8B27.00', 'G33..00', 'G330.00', 'G330000', 'G330z00', 'G33z.00', 'G33z100', 'G33z200', 'G33z300', 'G33z500', 'G33z600', 'G33z700', 'G33zz00', 'G34y000', 'Gyu3000', '7928.11', '7928000', '7928100', '7928200', '7928300', '7928y00', '7928z00', '7929000', '7929300', '7929400', '7929500', '7929600', '792B000', '793G.00', '793G000', '793G100', '793G200', '793G300', '793Gy00', '793Gz00', '7A54000', '7A54500', '7A54800', '7A56400', '7A6G100', '7A6H300', '7A6H400', '792..11', '7920', '7920.11', '7920000', '7920100', '7920200', '7920300', '7920y00', '7920z00', '7921', '7921.11', '7921000', '7921100', '7921200', '7921300', '7921y00', '7921z00', '7922', '7922.11', '7922000', '7922100', '7922200', '7922300', '7922y00', '7922z00', '7923', '7923.11', '7923000', '7923100', '7923200', '7923300', '7923z00', '7925', '7925.11', '7925000', '7925100', '7925300', '7925311', '7925312', '7925400', '7925y00', '7925z00', '7926', '7926000', '7926200', '7926300', '7926z00', '7927500', '792C.00', '792C000', '792Cy00', '792Cz00', '792D.00', '792Dy00', '792Dz00', 'SP00300', 'SP07600', '5543', '3213100', '3213111', '33B9500', '322..00', '3222', '322Z.00', '32E4.00', '32F2.00', '32F3.00', '32F4.00', '5C11.00']"
subdural_haem,"['G621.00', 'G622.00']"
substance_misuse,"['13c5.00', '13c6.00', '13c7.00', '13c8.00', '13c9.00', '13cA.00', '13cB.00', '13cC.00', '13cD.00', '13cE.00', '13cF.00', '13cH.00', '13cJ.00', '13cK.00', '13cM.00', '13r3.00', '13r4.00', '146F.00', '1T00.00', '1T01.00', '1T0..00', '1T02.00', '1T03.00', '1T10.00', '1T11.00', '1T1..00', '1T12.00', '1T13.00', '1T...00', '1T20.00', '1T21.00', '1T2..00', '1T22.00', '1T23.00', '1T30.00', '1T31.00', '1T3..00', '1T32.00', '1T33.00', '1T40.00', '1T41.00', '1T4..00', '1T42.00', '1T43.00', '1T50.00', '1T51.00', '1T5..00', '1T52.00', '1T53.00', '1T60.00', '1T61.00', '1T6..00', '1T62.00', '1T63.00', '1T7..00', '1T73.00', '1T80.00', '1T81.00', '1T8..00', '1T82.00', '1T83.00', '1T90.00', '1T91.00', '1T9..00', '1T92.00', '1T93.00', '1TA..00', '1TA3.00', '1TB0.00', '1TB..00', '1TC0.00', '1TC..00', '1TC3.00', '1TD0.00', '1TD1.00', '1TD..00', '1TD2.00', '1TD3.00', '1TE..00', '1TF..00', '1V00.00', '1V01.00', '1V0..00', '1V02.00', '1V04.00', '1V07.00', '1V08.00', '1V09.00', '1V0A.00', '1V0B.00', '1V0C.00', '1V0E.00', '1V...00', '1V22.00', '1V23.00', '1V26.00', '1V30.00', '1V31.00', '1V3..00', '1V32.00', '1V35.00', '1V37.00', '1V38.00', '1V4..00', '1V5..00', '1V64.00', '1V65.00', '1V66.00', '46QB100', '46Qr000', '677T.00', '7P22000', '8AA..00', '8B23.00', '8B23.11', '8B23.13', '8B2M.00', '8B2N.00', '8B2P.00', '8B2Q.00', '8B2R.00', '8B2S.00', '8B2T.00', '8BA9.00', '8BAc.00', '8BAd.00', '8BE0.00', '8BE1.00', '8H7x.00', '8Hh1.00', '8HkF.00', '8Hq..00', '9G21.00', '9G22.00', '9G23.00', '9G24.00', '9G2..00', '9G2..11', '9G2Z.00', '9HC0.00', '9HC1.00', '9HC2.00', '9HC3.00', '9HC4.00', '9HC5.00', '9HC6.00', '9HC..00', '9K4..00', '9k50.00', '9k51.00', '9k51.11', '9k52.00', '9k53.00', '9k5..00', '9kS..00', '9N1yJ00', '9N4i.00', '9No5.00', '9s...00', 'E020.00', 'E021000', 'E021100', 'E021.00', 'E021z00', 'E022.00', 'E02..00', 'E02y000', 'E02y100', 'E02y300', 'E02y400', 'E02y.00', 'E02yz00', 'E02z.00', 'E240000', 'E240100', 'E240200', 'E240300', 'E240.00', 'E240.11', 'E240.12', 'E240.13', 'E240.14', 'E240z00', 'E241000', 'E241100', 'E241200', 'E241300', 'E241.00', 'E241.11', 'E241.12', 'E241.13', 'E241.14', 'E241.15', 'E241.16', 'E241.17', 'E241z00', 'E242000', 'E242100', 'E242200', 'E242300', 'E242.00', 'E242z00', 'E243000', 'E243100', 'E243200', 'E243300', 'E243.00', 'E243.11', 'E243.12', 'E243.13', 'E243z00', 'E244000', 'E244011', 'E244100', 'E244200', 'E244300', 'E244.00', 'E244.11', 'E244.12', 'E244z00', 'E244z11', 'E245000', 'E245100', 'E245200', 'E245300', 'E245.00', 'E245.11', 'E245.12', 'E245z00', 'E246000', 'E246100', 'E246200', 'E246300', 'E246.00', 'E246z00', 'E247000', 'E247100', 'E247200', 'E247300', 'E247.00', 'E247.11', 'E247z00', 'E248000', 'E248100', 'E248200', 'E248300', 'E248.00', 'E248z00', 'E249000', 'E249100', 'E249200', 'E249300', 'E249.00', 'E249z00', 'E24A.00', 'E24..00', 'E24..11', 'E24z.00', 'E252000', 'E252100', 'E252200', 'E252300', 'E252.00', 'E252z00', 'E253000', 'E253100', 'E253200', 'E253300', 'E253.00', 'E253.11', 'E253.12', 'E253z00', 'E254000', 'E254100', 'E254200', 'E254300', 'E254.00', 'E254.11', 'E254.12', 'E254.13', 'E254.14', 'E254z00', 'E255000', 'E255100', 'E255200', 'E255300', 'E255.00', 'E255z00', 'E256000', 'E256100', 'E256200', 'E256300', 'E256.00', 'E256z00', 'E257000', 'E257100', 'E257200', 'E257300', 'E257.00', 'E257.11', 'E257.12', 'E257z00', 'E258.00', 'E258z00', 'E259000', 'E259100', 'E259200', 'E259300', 'E259400', 'E259.00', 'E259z00', 'E25..00', 'E25y000', 'E25y100', 'E25y200', 'E25y300', 'E25y.00', 'E25y.11', 'E25yz00', 'E25z.00', 'Eu11000', 'Eu11100', 'Eu11200', 'Eu11211', 'Eu11212', 'Eu11300', 'Eu11311', 'Eu11400', 'Eu11500', 'Eu11600', 'Eu11700', 'Eu11.00', 'Eu11y00', 'Eu11z00', 'Eu12000', 'Eu12100', 'Eu12200', 'Eu12211', 'Eu12300', 'Eu12500', 'Eu12600', 'Eu12700', 'Eu12.00', 'Eu12y00', 'Eu12z00', 'Eu13000', 'Eu13100', 'Eu13200', 'Eu13211', 'Eu13300', 'Eu13400', 'Eu13500', 'Eu13.00', 'Eu14000', 'Eu14100', 'Eu14200', 'Eu14211', 'Eu14300', 'Eu14500', 'Eu14700', 'Eu14.00', 'Eu15000', 'Eu15100', 'Eu15200', 'Eu15211', 'Eu15300', 'Eu15500', 'Eu15700', 'Eu15.00', 'Eu15z00', 'Eu16000', 'Eu16100', 'Eu16200', 'Eu16211', 'Eu16300', 'Eu16500', 'Eu16700', 'Eu16711', 'Eu16.00', 'Eu16z00', 'Eu18000', 'Eu18100', 'Eu18200', 'Eu18211', 'Eu18400', 'Eu18500', 'Eu18.00', 'Eu18z00', 'Eu19000', 'Eu19100', 'Eu19200', 'Eu19211', 'Eu19300', 'Eu19400', 'Eu19500', 'Eu19600', 'Eu19700', 'Eu19.00', 'Eu19y00', 'Eu19z00', 'Eu1A000', 'Eu1A100', 'Eu1A200', 'Eu1A300', 'Eu1A500', 'Eu1A.00', 'Eu1Az00', 'Eu1..00', 'TJ51.00', 'TJ52100', 'U605012', 'U605015', 'Z1Q6200', 'Z1Q6212', 'Z1Q6214', 'Z416.00', 'ZV11400', 'ZV11500', 'ZV6D700']"
sys_sclerosis,"['F396600', 'H572.00', 'K0H..00', 'K0J0.00', 'N001000', 'N001100', 'N001200', 'N001.00', 'N001.11', 'N001.12', 'Nyu4500']"
thal_trait,"['D104100', 'D104400', 'D104500', 'D104800']"
thala,"['D104000', 'D104011', 'D104200', 'D104211', 'D104300', 'D104311', 'D104600', 'D104700', 'D104811', 'D104900', 'D104A00', 'D104.00', 'D104.12', 'D104z00', 'D104z11', 'Dyu1100']"
thrombophilia,"['42jH.00', '42Qc.00', '42Qe.00', '43GE100', 'D303700', 'D303800', 'D303900', 'D309.00', 'D30A000', 'D30A.00', 'D30B.00', 'N006.00']"
thyroid,"['1431.00', '1431.11', '143..11', '1432.00', '1433.00', '212P.00', '66B4.00', '66B..00', '66BB.00', '66BZ.00', '8CR5.00', '9Oj0.00', '9Oj1.00', '9Oj2.00', '9Oj3.00', '9Oj4.00', '9Oj..00', 'C020000', 'C020100', 'C020200', 'C020.00', 'C020.11', 'C020.12', 'C020z00', 'C021000', 'C021.00', 'C021z00', 'C022000', 'C022.00', 'C022z00', 'C023000', 'C023100', 'C023.00', 'C023z00', 'C02..00', 'C02..11', 'C02..12', 'C02y000', 'C02y100', 'C02y300', 'C02y.00', 'C02yz00', 'C02z000', 'C02z100', 'C02z.00', 'C02zz00', 'C040.00', 'C040.11', 'C041000', 'C041.00', 'C041z00', 'C043.00', 'C043z00', 'C046.00', 'C04..00', 'C04..11', 'C04..12', 'C04..13', 'C04y.00', 'C04z000', 'C04z100', 'C04z.00', 'C04z.11', 'C04z.12', 'C04z.13', 'C052.00', 'C052.11', 'C052.12', 'C053.00', 'C05..00', 'C05y400', 'C05y.00', 'C05z.00', 'C06y100', 'C134300', 'Cyu1100', 'Cyu1300', 'Cyu1400', 'F11x500', 'F381400', 'F381600', 'F395300', 'F395400', 'F4G2000', 'FyuBD00', 'G557500']"
tinnitus,"['1C2..00', '1C23.00', '1C24.00', '1C2Z.00', 'F583000', 'F583100', 'F583200', 'F583.00', 'F583z00', 'Z911200', 'ZEB..00']"
trifasc_block,"['329B.00', 'G565400']"
trigem_neur,"['1475.00', 'A531200', 'F300.00', 'F301000', 'F301.00', 'F301z00']"
ulc_colitis,"['14C4.11', 'J410000', 'J410100', 'J410200', 'J410300', 'J410400', 'J410.00', 'J410z00', 'J411.00', 'J412.00', 'J413.00', 'J41..00', 'J41..11', 'J41..12', 'J41y.00', 'J41yz00', 'J41z.00', 'Jyu4100', 'N031000', 'N045400']"
ulcer_peptic,"['14C1.00', '14C1.11', '14C1.12', '7612111.0', '7612500.0', '761D500', '761D600', '761J000', '761J100', '761J111', '761J.00', '761J.11', '761Jy00', '761Jz00', '7627000.0', '7627100.0', '7627200.0', '7627.00', '7627y00', '7627z00', 'J110000', 'J110100', 'J110111', 'J110200', 'J110300', 'J110400', 'J110.00', 'J110y00', 'J110z00', 'J111000', 'J111100', 'J111111', 'J111200', 'J111211', 'J111300', 'J111400', 'J111.00', 'J111y00', 'J111z00', 'J112.00', 'J112z00', 'J113.00', 'J113z00', 'J11..00', 'J11..11', 'J11..12', 'J11y000', 'J11y100', 'J11y200', 'J11y400', 'J11y.00', 'J11yy00', 'J11yz00', 'J11z.00', 'J11z.11', 'J11z.12', 'J120000', 'J120100', 'J120200', 'J120300', 'J120400', 'J120.00', 'J120y00', 'J120z00', 'J121000', 'J121100', 'J121111', 'J121200', 'J121211', 'J121300', 'J121400', 'J121.00', 'J121y00', 'J121z00', 'J122.00', 'J123.00', 'J124.00', 'J125.00', 'J126.00', 'J12..00', 'J12y000', 'J12y100', 'J12y200', 'J12y300', 'J12y400', 'J12y.00', 'J12yy00', 'J12yz00', 'J12z.00', 'J130000', 'J130100', 'J130200', 'J130300', 'J130.00', 'J130y00', 'J130z00', 'J131000', 'J131100', 'J131200', 'J131400', 'J131.00', 'J131y00', 'J131z00', 'J13..00', 'J13..11', 'J13y000', 'J13y100', 'J13y200', 'J13y300', 'J13y400', 'J13y.00', 'J13yz00', 'J13z.00', 'J140100', 'J140200', 'J140300', 'J140.00', 'J140z00', 'J141300', 'J141.00', 'J14..00', 'J14..11', 'J14..12', 'J14..13', 'J14y100', 'J14y200', 'J14y.00', 'J14yz00', 'J14z.00', 'J17y800', 'ZV12711', 'ZV12712', 'ZV12C00']"
undescended_testis,"['B470200', 'B470300', 'B470.00', 'B470z00', 'PC50000', 'PC50100', 'PC50.00', 'PC50z00', 'PC51.00', 'PC5..00', 'PC5z000', 'PC5z011', 'PC5z100', 'PC5z111', 'PC5z.00', 'PC5z.12']"
unstable_angina,"['662K300', 'G311300', 'G311400', 'G311.00', 'G311.11', 'G311.12', 'G311.13', 'G311.14', 'G311100', 'G311200', 'G311z00', 'G312.00', 'G31y000', 'G33z000', 'G311500']"
urine_incont,"['1593.00', '16F..00', '1A23.00', '1A24.00', '1A24.11', '1A26.00', '3940.00', '7B33800', '7B33C00', '7B42111', '7B42113', '8C14.00', '8D71.00', '8D7..12', '8HTX.00', 'K198.00', 'K586.00', 'Kyu5A00', 'R083100', 'R083200', 'R083.00', 'R083z00', 'Z9EA.00']"
urolithiasis,"['14D3.00', '1A52.00', '1A52.11', '4G41.00', '4G42.00', '4G42.11', '4G43.00', '4G44.00', '4G4..00', '4G4..11', '4G4Z.00', '4G6..00', '4G7..00', '4G81.00', '4G81.11', '4G82.00', '4G82.11', '4G83.00', '4G83.11', '4G8..00', '4G8Z.00', '7B05000', '7B07000', '7B07011', '7B07100', '7B07200', '7B07211', '7B07400', '7B07.00', '7B07.11', '7B07.12', '7B07y00', '7B07z00', '7B0B000', '7B0B100', '7B0B200', '7B0B.00', '7B0B.11', '7B0By00', '7B0Bz00', '7B17000', '7B17011', '7B17100', '7B17111', '7B17200', '7B18000', '7B18011', '7B18100', '7B18200', '7B18.00', '7B19000', '7B19100', '7B19200', '7B19211', '7B19212', '7B19300', '7B19400', '7B19.00', '7B19y00', '7B19z00', '7B1C000', '7B1C100', '7B1C200', '7B1C300', '7B1C.00', '7B1Cy00', '7B1Cz00', '7B1F000', '7B25000', '7B29100', '7B29400', '7B2B400', '7B42300', '7B42400', '7B43900', 'C341100', 'C341111', 'K100600', 'K112.00', 'K120000', 'K120.00', 'K120.11', 'K120.12', 'K120.13', 'K120z00', 'K121.00', 'K121.11', 'K121.12', 'K121.13', 'K122.00', 'K12..00', 'K12..11', 'K12..12', 'K12z.00', 'K140000', 'K140100', 'K140.00', 'K140.11', 'K140z00', 'K141.00', 'K14..00', 'K14y.00', 'K14z.00', 'K1A..00', 'Kyu3000', 'Kyu3100', 'Kyu3.00', 'R080000', 'R080100', 'R080.00', 'R080z00']"
urticaria,"['2F82.00', '2F8..00', '2F8Z.00', 'M12A200', 'M280.00', 'M280.11', 'M281.00', 'M282000', 'M282100', 'M282111', 'M282.00', 'M282z00', 'M283.00', 'M283.11', 'M284.00', 'M285.00', 'M286.00', 'M287.00', 'M28..00', 'M28y000', 'M28y100', 'M28y200', 'M28y.00', 'M28y.11', 'M28yz00', 'M28z.00', 'M28z.11', 'Myu4000', 'Myu4.00', 'PH32100']"
varices,"['7609300.0', '7609400.0', '7609.00', '7609y00', '7609y11', '7609z00', '760C300', '760C500', '760F300', '760F400', '761D800', 'G850.00', 'G851.00', 'G852000', 'G852100', 'G852200', 'G852300', 'G852.00', 'G852z00', 'G858.00', 'G85..11', 'Gyu9400']"
vitiligo,"['F4E5311', 'M295100']"
volvulus,"['771D100', '771D200', '771D300', '771R200', 'J173200', 'J502100', 'J502200', 'J502300', 'J502.00', 'J502.11', 'J502z00']"
vte_ex_pe,"['14A8100', '8CMWA00', '9kg0.00', '9kg..00', '9kg0.11', '9kg1.00', '9kg2.00', 'F050000', 'F050.00', 'F05..00', 'F050100', 'F050300', 'F051000', 'F051.00', 'F051100', 'F051200', 'F051300', 'F051z00', 'F053000', 'F053.00', 'F053100', 'F05z.00', 'G676000', 'G676.00', 'G67A.00', 'G801.00', 'G801.11', 'G801.12', 'G801.13', 'G801600', 'G801700', 'G801800', 'G801900', 'G801A00', 'G801B00', 'G801C00', 'G801D00', 'G801E00', 'G801F00', 'G801G00', 'G801z00', 'G80y.11', 'G80y400', 'G80y500', 'G80y600', 'G80y700', 'G80y800', 'G81..00', 'G820.00', 'G820.11', 'G822000', 'G822.00', 'G823.00', 'G824.00', 'G825.00', 'G826.00', 'G827.00', 'Gyu8000', 'J420200', 'SP12200', 'ZV12800', 'ZV12811']"
